date,year,country,activity,sex,age,fatal,datetime_column,string_column,month,season
29-May-2016,2016,USA,swimming,F,52,no,2016-05-29 00:00:00,29-May-2016,5,Spring
29-May-2016,2016,USA,swimming,M,13,no,2016-05-29 00:00:00,29-May-2016,5,Spring
22-May-2016,2016,USA,swimming,F,57,no,2016-05-22 00:00:00,22-May-2016,5,Spring
21-May-2016,2016,USA,swimming,F,22,no,2016-05-21 00:00:00,21-May-2016,5,Spring
21-May-2016,2016,USA,swimming,F,11,no,2016-05-21 00:00:00,21-May-2016,5,Spring
18-May-2016,2016,USA,swimming,M,48,no,2016-05-18 00:00:00,18-May-2016,5,Spring
02-May-2016,2016,New Zealand,fishing,M,39,no,2016-05-02 00:00:00,02-May-2016,5,Spring
May 2016,2016,USA,wading,F,33,no,2016-05-01 00:00:00,May 2016,5,Spring
23-Apr-2016,2016,USA,surfing,M,15,no,2016-04-23 00:00:00,23-Apr-2016,4,Spring
19-Apr-2016,2016,Australia,swimming,M,12,no,2016-04-19 00:00:00,19-Apr-2016,4,Spring
18-Apr-2016,2016,French Polynesia,fishing,M,22,unknown,2016-04-18 00:00:00,18-Apr-2016,4,Spring
18-Apr-2016,2016,French Polynesia,fishing,M,26,no,2016-04-18 00:00:00,18-Apr-2016,4,Spring
13-Apr-2016,2016,USA,fishing,M,26,no,2016-04-13 00:00:00,13-Apr-2016,4,Spring
07-Apr-2016,2016,USA,fishing,M,34,no,2016-04-07 00:00:00,07-Apr-2016,4,Spring
31-Mar-2016,2016,USA,snorkeling,F,46,no,2016-03-31 00:00:00,31-Mar-2016,3,Spring
30-Mar-2016,2016,Australia,surfing,M,22,no,2016-03-30 00:00:00,30-Mar-2016,3,Spring
28-Mar-2016,2016,Australia,surfing,M,41,no,2016-03-28 00:00:00,28-Mar-2016,3,Spring
13-Mar-2016,2016,USA,surfing,M,15,unknown,2016-03-13 00:00:00,13-Mar-2016,3,Spring
11-Mar-2016,2016,USA,surfing,M,19,no,2016-03-11 00:00:00,11-Mar-2016,3,Spring
Reported 03-Mar-2016,2016,Australia,fishing,M,15,no,2016-03-03 00:00:00,Reported 03-Mar-2016,3,Spring
02-Mar-2016,2016,Brazil,swimming,M,41,no,2016-03-02 00:00:00,02-Mar-2016,3,Spring
22-Feb-2016,2016,New Caledonia,surfing,M,21,no,2016-02-22 00:00:00,22-Feb-2016,2,Winter
 19-Feb-2016,2016,New Caledonia,fishing,M,31,no,2016-02-19 00:00:00, 19-Feb-2016,2,Winter
10-Feb-2016,2016,Australia,surfing,M,15,unknown,2016-02-10 00:00:00,10-Feb-2016,2,Winter
04-Feb-2016,2016,Australia,surfing,M,40,no,2016-02-04 00:00:00,04-Feb-2016,2,Winter
02-Feb-2016,2016,Brazil,swimming,M,41,no,2016-02-02 00:00:00,02-Feb-2016,2,Winter
29-Jan-2016,2016,South Africa,fishing,M,15,no,2016-01-29 00:00:00,29-Jan-2016,1,Winter
28-Jan-2016,2016,USA,surfing,M,15,no,2016-01-28 00:00:00,28-Jan-2016,1,Winter
25-Jan-2016,2016,USA,surfing,F,15,no,2016-01-25 00:00:00,25-Jan-2016,1,Winter
24-Jan-2016,2016,USA,fishing,M,15,no,2016-01-24 00:00:00,24-Jan-2016,1,Winter
Reported 11-Jan-2016,2016,Australia,surfing,M,15,no,2016-01-11 00:00:00,Reported 11-Jan-2016,1,Winter
05-Jan-2016,2016,Australia,wading,M,11,no,2016-01-05 00:00:00,05-Jan-2016,1,Winter
02-Jan-2016,2016,Australia,fishing,M,31,no,2016-01-02 00:00:00,02-Jan-2016,1,Winter
26-Dec-2015,2015,South Africa,fishing,M,15,no,2015-12-26 00:00:00,26-Dec-2015,12,Winter
21-Dec-2015,2015,Australia,surfing,M,43,no,2015-12-21 00:00:00,21-Dec-2015,12,Winter
21-Dec-2015,2015,Brazil,diving,M,32,no,2015-12-21 00:00:00,21-Dec-2015,12,Winter
13-Dec-2015,2015,Australia,fishing,M,15,no,2015-12-13 00:00:00,13-Dec-2015,12,Winter
11-Dec-2015,2015,Bahamas,fishing,M,26,no,2015-12-11 00:00:00,11-Dec-2015,12,Winter
08-Dec-2015,2015,South Africa,swimming,F,22,no,2015-12-08 00:00:00,08-Dec-2015,12,Winter
16-Nov-2015,2015,USA,surfing,M,15,no,2015-11-16 00:00:00,16-Nov-2015,11,Autumn
15-Nov-2015,2015,USA,swimming,F,15,no,2015-11-15 00:00:00,15-Nov-2015,11,Autumn
15-Nov-2015,2015,USA,surfing,M,28,no,2015-11-15 00:00:00,15-Nov-2015,11,Autumn
10-Nov-2015,2015,Australia,surfing,M,20,no,2015-11-10 00:00:00,10-Nov-2015,11,Autumn
07-Nov-2015,2015,USA,surfing,F,9,unknown,2015-11-07 00:00:00,07-Nov-2015,11,Autumn
03-Nov-2015,2015,USA,swimming,M,54,no,2015-11-03 00:00:00,03-Nov-2015,11,Autumn
01-Nov-2015,2015,USA,wading,F,28,no,2015-11-01 00:00:00,01-Nov-2015,11,Autumn
30-Oct-2015,2015,Australia,fishing,M,50,no,2015-10-30 00:00:00,30-Oct-2015,10,Autumn
28-Oct-2015,2015,USA,body boarding,M,10,no,2015-10-28 00:00:00,28-Oct-2015,10,Autumn
25-Oct-2015,2015,South Africa,surfing,M,42,no,2015-10-25 00:00:00,25-Oct-2015,10,Autumn
21-Oct-2015,2015,USA,surfing,M,21,no,2015-10-21 00:00:00,21-Oct-2015,10,Autumn
19-Oct-2015,2015,USA,surfing,M,21,no,2015-10-19 00:00:00,19-Oct-2015,10,Autumn
17-Oct-2015,2015,USA,surfing,M,32,unknown,2015-10-17 00:00:00,17-Oct-2015,10,Autumn
17-Oct-2015,2015,USA,swimming,M,44,no,2015-10-17 00:00:00,17-Oct-2015,10,Autumn
13-Oct-2015,2015,USA,fishing,M,15,no,2015-10-13 00:00:00,13-Oct-2015,10,Autumn
09-Oct-2015,2015,USA,boogie boarding,F,9,no,2015-10-09 00:00:00,09-Oct-2015,10,Autumn
09-Oct-2015,2015,USA,surfing,M,25,no,2015-10-09 00:00:00,09-Oct-2015,10,Autumn
07-Oct-2015,2015,Australia,surfing,M,18,no,2015-10-07 00:00:00,07-Oct-2015,10,Autumn
05-Oct-2015,2015,USA,body boarding,M,22,no,2015-10-05 00:00:00,05-Oct-2015,10,Autumn
05-Oct-2015,2015,USA,wading,M,13,no,2015-10-05 00:00:00,05-Oct-2015,10,Autumn
04-Oct-2015,2015,USA,surfing,M,14,no,2015-10-04 00:00:00,04-Oct-2015,10,Autumn
29-Sep-2015,2015,USA,surfing,M,22,no,2015-09-29 00:00:00,29-Sep-2015,9,Autumn
26-Sep-2015,2015,Australia,snorkeling,F,7,no,2015-09-26 00:00:00,26-Sep-2015,9,Autumn
24-Sep-2015,2015,USA,fishing,M,15,no,2015-09-24 00:00:00,24-Sep-2015,9,Autumn
20-Sep-2015,2015,USA,surfing,M,14,no,2015-09-20 00:00:00,20-Sep-2015,9,Autumn
20-Sep-2015,2015,USA,fishing,M,27,no,2015-09-20 00:00:00,20-Sep-2015,9,Autumn
20-Sep-2015,2015,USA,wading,M,12,no,2015-09-20 00:00:00,20-Sep-2015,9,Autumn
19-Sep-2015,2015,USA,fishing,M,15,no,2015-09-19 00:00:00,19-Sep-2015,9,Autumn
18-Sep-2015,2015,USA,swimming,M,15,no,2015-09-18 00:00:00,18-Sep-2015,9,Autumn
17-Sep-2015,2015,USA,surfing,M,20,no,2015-09-17 00:00:00,17-Sep-2015,9,Autumn
08-Sep-2015,2015,Australia,surfing,M,42,no,2015-09-08 00:00:00,08-Sep-2015,9,Autumn
05-Sep-2015,2015,USA,fishing,M,29,no,2015-09-05 00:00:00,05-Sep-2015,9,Autumn
29-Aug-2015,2015,USA,surfing,F,54,no,2015-08-29 00:00:00,29-Aug-2015,8,Summer
29-Aug-2015,2015,USA,surfing,M,21,no,2015-08-29 00:00:00,29-Aug-2015,8,Summer
22-Aug-2015,2015,Australia,surfing,M,38,no,2015-08-22 00:00:00,22-Aug-2015,8,Summer
20-Aug-2015,2015,USA,surfing,M,15,no,2015-08-20 00:00:00,20-Aug-2015,8,Summer
18-Aug-2015,2015,USA,fishing,M,22,no,2015-08-18 00:00:00,18-Aug-2015,8,Summer
10-Aug-2015,2015,USA,fishing,M,57,no,2015-08-10 00:00:00,10-Aug-2015,8,Summer
31-Jul-2015,2015,Australia,surfing,M,52,no,2015-07-31 00:00:00,31-Jul-2015,7,Summer
27-Jul-2015,2015,Australia,surfing,M,40,unknown,2015-07-27 00:00:00,27-Jul-2015,7,Summer
26-Jul-2015,2015,USA,surfing,M,25,no,2015-07-26 00:00:00,26-Jul-2015,7,Summer
25-Jul-2015,2015,Australia,diving,M,46,yes,2015-07-25 00:00:00,25-Jul-2015,7,Summer
23-Jul-2015,2015,USA,fishing,M,31,no,2015-07-23 00:00:00,23-Jul-2015,7,Summer
23-Jul-2015,2015,Australia,surfing,M,40,no,2015-07-23 00:00:00,23-Jul-2015,7,Summer
19-Jul-2015,2015,South Africa,surfing,M,34,no,2015-07-19 00:00:00,19-Jul-2015,7,Summer
10-Jul-2015,2015,USA,surfing,M,38,no,2015-07-10 00:00:00,10-Jul-2015,7,Summer
06-Jul-2015,2015,French Polynesia,swimming,M,15,unknown,2015-07-06 00:00:00,06-Jul-2015,7,Summer
04-Jul-2015,2015,Bahamas,fishing,F,23,no,2015-07-04 00:00:00,04-Jul-2015,7,Summer
03-Jul-2015,2015,Australia,surfing,M,52,no,2015-07-03 00:00:00,03-Jul-2015,7,Summer
02-Jul-2015,2015,Australia,body boarding,M,32,no,2015-07-02 00:00:00,02-Jul-2015,7,Summer
01-Jul-2015,2015,USA,swimming,M,68,no,2015-07-01 00:00:00,01-Jul-2015,7,Summer
30-Jun-2015,2015,Australia,surfing,M,15,no,2015-06-30 00:00:00,30-Jun-2015,6,Summer
27-Jun-2015,2015,USA,swimming,M,18,no,2015-06-27 00:00:00,27-Jun-2015,6,Summer
27-Jun-2015,2015,South Africa,body boarding,M,19,no,2015-06-27 00:00:00,27-Jun-2015,6,Summer
26-Jun-2015,2015,USA,swimming,F,15,unknown,2015-06-26 00:00:00,26-Jun-2015,6,Summer
26-Jun-2015,2015,South Africa,surfing,M,23,no,2015-06-26 00:00:00,26-Jun-2015,6,Summer
26-Jun-2015,2015,USA,standing,M,43,no,2015-06-26 00:00:00,26-Jun-2015,6,Summer
Reported 25-Jun-2015,2015,Australia,swimming,M,19,no,2015-06-25 00:00:00,Reported 25-Jun-2015,6,Summer
25-Jun-2015,2015,USA,surfing,M,47,no,2015-06-25 00:00:00,25-Jun-2015,6,Summer
24-Jun-2015,2015,USA,swimming,M,6,no,2015-06-24 00:00:00,24-Jun-2015,6,Summer
24-Jun-2015,2015,Australia,surfing,F,37,no,2015-06-24 00:00:00,24-Jun-2015,6,Summer
23-Jun-2015,2015,USA,standing,M,9,no,2015-06-23 00:00:00,23-Jun-2015,6,Summer
17-Jun-2015,2015,USA,swimming,M,10,no,2015-06-17 00:00:00,17-Jun-2015,6,Summer
14-Jun-2015,2015,USA,wading,M,16,no,2015-06-14 00:00:00,14-Jun-2015,6,Summer
14-Jun-2015,2015,USA,wading,F,12,no,2015-06-14 00:00:00,14-Jun-2015,6,Summer
11-Jun-2015,2015,USA,boogie boarding,F,13,no,2015-06-11 00:00:00,11-Jun-2015,6,Summer
29-May-2015,2015,USA,standing,F,14,no,2015-05-29 00:00:00,29-May-2015,5,Spring
29-May-2015,2015,USA,wading,F,19,no,2015-05-29 00:00:00,29-May-2015,5,Spring
25-May-2015,2015,French Polynesia,fishing,M,19,no,2015-05-25 00:00:00,25-May-2015,5,Spring
24-May-2015,2015,USA,swimming,F,13,no,2015-05-24 00:00:00,24-May-2015,5,Spring
20-May2015,2015,USA,surfing,M,18,no,2015-05-20 00:00:00,20-May2015,5,Spring
09-May-2015,2015,New Caledonia,snorkeling,M,50,yes,2015-05-09 00:00:00,09-May-2015,5,Spring
07-May-2015,2015,USA,swimming,M,15,no,2015-05-07 00:00:00,07-May-2015,5,Spring
03-May-2015,2015,Australia,surfing,M,15,no,2015-05-03 00:00:00,03-May-2015,5,Spring
02-May-2015,2015,South Africa,diving,M,29,no,2015-05-02 00:00:00,02-May-2015,5,Spring
29-Apr-2015,2015,USA,snorkeling,F,65,yes,2015-04-29 00:00:00,29-Apr-2015,4,Spring
26-Apr-2015,2015,USA,wading,M,63,no,2015-04-26 00:00:00,26-Apr-2015,4,Spring
25-Apr-2015,2015,Australia,surfing,M,26,no,2015-04-25 00:00:00,25-Apr-2015,4,Spring
03-Apr-2015,2015,USA,fishing,M,70,no,2015-04-03 00:00:00,03-Apr-2015,4,Spring
31-Mar-2015,2015,Brazil,surfing,M,23,unknown,2015-03-31 00:00:00,31-Mar-2015,3,Spring
26-Mar-2015,2015,South Africa,fishing,M,36,no,2015-03-26 00:00:00,26-Mar-2015,3,Spring
21-Mar-2015,2015,Egypt,swimming,M,52,yes,2015-03-21 00:00:00,21-Mar-2015,3,Spring
18-Mar-2015,2015,USA,snorkeling,M,58,no,2015-03-18 00:00:00,18-Mar-2015,3,Spring
11-Mar-2015,2015,Australia,fishing,M,15,no,2015-03-11 00:00:00,11-Mar-2015,3,Spring
10-Mar-2015,2015,Mexico,fishing,M,36,no,2015-03-10 00:00:00,10-Mar-2015,3,Spring
09-Feb-2015,2015,Australia,surfing,M,41,yes,2015-02-09 00:00:00,09-Feb-2015,2,Winter
08-Feb-2015,2015,Australia,surfing,M,35,no,2015-02-08 00:00:00,08-Feb-2015,2,Winter
05-Feb-2015,2015,Australia,surfing,M,15,no,2015-02-05 00:00:00,05-Feb-2015,2,Winter
27-Jan-2015,2015,USA,fishing,M,20,no,2015-01-27 00:00:00,27-Jan-2015,1,Winter
24-Jan-2015,2015,Australia,surfing,M,15,no,2015-01-24 00:00:00,24-Jan-2015,1,Winter
19-Jan-2015,2015,USA,fishing,M,15,no,2015-01-19 00:00:00,19-Jan-2015,1,Winter
19-Jan-2015,2015,Australia,surfing,F,15,unknown,2015-01-19 00:00:00,19-Jan-2015,1,Winter
17-Jan-2015,2015,Australia,fishing,M,15,no,2015-01-17 00:00:00,17-Jan-2015,1,Winter
08-Jan-2015,2015,USA,swimming,M,38,unknown,2015-01-08 00:00:00,08-Jan-2015,1,Winter
06-Jan-2015,2015,Bahamas,snorkeling,F,34,no,2015-01-06 00:00:00,06-Jan-2015,1,Winter
03-Jan-2015,2015,South Africa,surfing,M,15,no,2015-01-03 00:00:00,03-Jan-2015,1,Winter
29-Dec-2014,2014,Australia,surfing,M,15,no,2014-12-29 00:00:00,29-Dec-2014,12,Winter
29-Dec-2014,2014,Australia,fishing,M,17,yes,2014-12-29 00:00:00,29-Dec-2014,12,Winter
28-Dec-2014,2014,South Africa,swimming,F,15,unknown,2014-12-28 00:00:00,28-Dec-2014,12,Winter
28-Dec-2014,2014,USA,surfing,M,50,no,2014-12-28 00:00:00,28-Dec-2014,12,Winter
28-Dec-2014,2014,Australia,fishing,M,40,no,2014-12-28 00:00:00,28-Dec-2014,12,Winter
15-Dec-2014,2014,Australia,fishing,M,17,yes,2014-12-15 00:00:00,15-Dec-2014,12,Winter
29-Nov-2014,2014,Australia,surfing,M,13,no,2014-11-29 00:00:00,29-Nov-2014,11,Autumn
19-Nov-2014,2014,Australia,fishing,M,15,no,2014-11-19 00:00:00,19-Nov-2014,11,Autumn
16-Nov-2014,2014,USA,surfing,M,44,no,2014-11-16 00:00:00,16-Nov-2014,11,Autumn
13-Nov-2014,2014,USA,snorkeling,M,53,no,2014-11-13 00:00:00,13-Nov-2014,11,Autumn
10-Nov-2014,2014,Australia,surfing,M,15,no,2014-11-10 00:00:00,10-Nov-2014,11,Autumn
08-Nov-2014,2014,USA,surfing,M,18,no,2014-11-08 00:00:00,08-Nov-2014,11,Autumn
31-Oct-2014,2014,USA,surfing,F,34,no,2014-10-31 00:00:00,31-Oct-2014,10,Autumn
29-Oct-2014,2014,Australia,surfing,M,20,no,2014-10-29 00:00:00,29-Oct-2014,10,Autumn
17-Oct-2014,2014,Australia,surfing,F,13,no,2014-10-17 00:00:00,17-Oct-2014,10,Autumn
12-Oct-2014,2014,USA,surfing,F,15,no,2014-10-12 00:00:00,12-Oct-2014,10,Autumn
11-Oct-2014,2014,Australia,kayaking,M,15,no,2014-10-11 00:00:00,11-Oct-2014,10,Autumn
05-Oct-2014,2014,USA,surfing,M,29,no,2014-10-05 00:00:00,05-Oct-2014,10,Autumn
07-Oct-2014,2014,USA,fishing,F,40,no,2014-10-07 00:00:00,07-Oct-2014,10,Autumn
05-Oct-2014,2014,USA,surfing,M,15,no,2014-10-05 00:00:00,05-Oct-2014,10,Autumn
03-Oct-2014,2014,USA,kayaking,M,15,no,2014-10-03 00:00:00,03-Oct-2014,10,Autumn
03-Oct-2014,2014,USA,kayaking,M,15,no,2014-10-03 00:00:00,03-Oct-2014,10,Autumn
02-Oct-2014,2014,USA,surfing,M,28,no,2014-10-02 00:00:00,02-Oct-2014,10,Autumn
02-Oct-2014,2014,Australia,surfing,M,23,no,2014-10-02 00:00:00,02-Oct-2014,10,Autumn
21-Sep-2014,2014,USA,surfing,M,15,no,2014-09-21 00:00:00,21-Sep-2014,9,Autumn
13-Sep-2014,2014,USA,surfing,M,15,unknown,2014-09-13 00:00:00,13-Sep-2014,9,Autumn
09-Sep-2014,2014,Australia,swimming,M,50,yes,2014-09-09 00:00:00,09-Sep-2014,9,Autumn
06-Sep-2014,2014,USA,fishing,M,43,no,2014-09-06 00:00:00,06-Sep-2014,9,Autumn
03-Sep-2014,2014,USA,kayaking,F,20,no,2014-09-03 00:00:00,03-Sep-2014,9,Autumn
02-Sep-2014,2014,USA,fishing,M,52,no,2014-09-02 00:00:00,02-Sep-2014,9,Autumn
31-Aug-2014,2014,USA,surfing,F,13,no,2014-08-31 00:00:00,31-Aug-2014,8,Summer
29-Aug-2014,2014,USA,surfing,M,17,no,2014-08-29 00:00:00,29-Aug-2014,8,Summer
28-Aug-2014,2014,USA,fishing,M,33,no,2014-08-28 00:00:00,28-Aug-2014,8,Summer
27-Aug-2014,2014,USA,surfing,M,29,no,2014-08-27 00:00:00,27-Aug-2014,8,Summer
27-Aug-2014,2014,USA,standing,F,15,no,2014-08-27 00:00:00,27-Aug-2014,8,Summer
Reported 25-Aug-2014,2014,USA,fishing,M,15,no,2014-08-25 00:00:00,Reported 25-Aug-2014,8,Summer
16-Aug-2014,2014,Australia,fishing,M,31,no,2014-08-16 00:00:00,16-Aug-2014,8,Summer
12-Aug-2014,2014,USA,standing,M,15,no,2014-08-12 00:00:00,12-Aug-2014,8,Summer
09-Aug-2014,2014,Bahamas,fishing,M,15,no,2014-08-09 00:00:00,09-Aug-2014,8,Summer
09-Aug-2014,2014,USA,swimming,F,10,no,2014-08-09 00:00:00,09-Aug-2014,8,Summer
08-Aug-2014,2014,USA,swimming,M,7,no,2014-08-08 00:00:00,08-Aug-2014,8,Summer
06-Aug-2014,2014,USA,boogie boarding,M,10,no,2014-08-06 00:00:00,06-Aug-2014,8,Summer
05-Aug-2014,2014,USA,swimming,F,45,no,2014-08-05 00:00:00,05-Aug-2014,8,Summer
02-Aug-2014,2014,USA,surfing,M,50,no,2014-08-02 00:00:00,02-Aug-2014,8,Summer
02-Aug-2014,2014,USA,boogie boarding,M,8,no,2014-08-02 00:00:00,02-Aug-2014,8,Summer
01-Aug-2014,2014,South Africa,surfing,M,20,no,2014-08-01 00:00:00,01-Aug-2014,8,Summer
27-Jul-2014,2014,USA,swimming,M,15,no,2014-07-27 00:00:00,27-Jul-2014,7,Summer
21-Jul-2014,2014,USA,standing,M,8,no,2014-07-21 00:00:00,21-Jul-2014,7,Summer
16-Jul-2014,2014,USA,swimming,M,61,no,2014-07-16 00:00:00,16-Jul-2014,7,Summer
14-Jul-2014,2014,USA,swimming,M,39,no,2014-07-14 00:00:00,14-Jul-2014,7,Summer
13-Jul-2014,2014,Bahamas,diving,M,63,unknown,2014-07-13 00:00:00,13-Jul-2014,7,Summer
12-Jul-2014,2014,USA,surfing,M,15,no,2014-07-12 00:00:00,12-Jul-2014,7,Summer
9-Jul-2014,2014,USA,surfing,M,14,no,2014-07-09 00:00:00,9-Jul-2014,7,Summer
5-Jul-2014,2014,USA,swimming,M,15,no,2014-07-05 00:00:00,5-Jul-2014,7,Summer
5-Jul-2014,2014,USA,surfing,M,15,no,2014-07-05 00:00:00,5-Jul-2014,7,Summer
3-Jul-2014,2014,USA,surfing,M,19,no,2014-07-03 00:00:00,3-Jul-2014,7,Summer
25-Jun-2014,2014,Bahamas,fishing,M,42,no,2014-06-25 00:00:00,25-Jun-2014,6,Summer
18-Jun-2014,2014,Australia,surfing,M,15,no,2014-06-18 00:00:00,18-Jun-2014,6,Summer
18-Jun-2014,2014,Australia,body boarding,M,15,no,2014-06-18 00:00:00,18-Jun-2014,6,Summer
09-Jun-2014,2014,Brazil,fishing,M,43,no,2014-06-09 00:00:00,09-Jun-2014,6,Summer
09-Jun-2014,2014,USA,standing,M,16,no,2014-06-09 00:00:00,09-Jun-2014,6,Summer
09-Jun-2014,2014,Australia,body boarding,M,39,no,2014-06-09 00:00:00,09-Jun-2014,6,Summer
01-Jun-2014,2014,USA,swimming,F,22,no,2014-06-01 00:00:00,01-Jun-2014,6,Summer
01-Jun-2014,2014,Australia,surfing,M,15,no,2014-06-01 00:00:00,01-Jun-2014,6,Summer
15-May-2014,2014,USA,body boarding,F,38,no,2014-05-15 00:00:00,15-May-2014,5,Spring
14-May-2014,2014,Australia,surfing,M,35,no,2014-05-14 00:00:00,14-May-2014,5,Spring
13-May2014,2014,USA,wading,F,44,no,2014-05-13 00:00:00,13-May2014,5,Spring
11-May-2014,2014,USA,surfing,M,12,no,2014-05-11 00:00:00,11-May-2014,5,Spring
Reported 10-May-2014,2014,USA,diving,M,15,unknown,2014-05-10 00:00:00,Reported 10-May-2014,5,Spring
06-May-2014,2014,USA,swimming,F,40,no,2014-05-06 00:00:00,06-May-2014,5,Spring
04-May-2014,2014,South Africa,diving,M,15,no,2014-05-04 00:00:00,04-May-2014,5,Spring
01-May-2014,2014,USA,surfing,M,23,no,2014-05-01 00:00:00,01-May-2014,5,Spring
24-Apr-2014,2014,Australia,fishing,M,15,no,2014-04-24 00:00:00,24-Apr-2014,4,Spring
22-Apr-2014,2014,USA,swimming,M,42,no,2014-04-22 00:00:00,22-Apr-2014,4,Spring
15-Apr-2014,2014,USA,wading,M,25,no,2014-04-15 00:00:00,15-Apr-2014,4,Spring
12-Apr-2014,2014,South Africa,fishing,M,15,no,2014-04-12 00:00:00,12-Apr-2014,4,Spring
04-Apr-2014,2014,USA,surfing,M,15,no,2014-04-04 00:00:00,04-Apr-2014,4,Spring
04-Apr-2014,2014,USA,surfing,M,15,no,2014-04-04 00:00:00,04-Apr-2014,4,Spring
03-Apr-2014,2014,Australia,swimming,F,63,yes,2014-04-03 00:00:00,03-Apr-2014,4,Spring
29-Mar-2014,2014,Australia,diving,M,38,unknown,2014-03-29 00:00:00,29-Mar-2014,3,Spring
22-Mar-2014,2014,South Africa,swimming,M,66,yes,2014-03-22 00:00:00,22-Mar-2014,3,Spring
22-Mar-2014,2014,USA,surfing,M,15,no,2014-03-22 00:00:00,22-Mar-2014,3,Spring
21-Mar-2014,2014,USA,surfing,M,9,no,2014-03-21 00:00:00,21-Mar-2014,3,Spring
18-Mar-2014,2014,New Caledonia,surfing,M,42,no,2014-03-18 00:00:00,18-Mar-2014,3,Spring
18-Mar-2014,2014,Australia,surfing,M,42,no,2014-03-18 00:00:00,18-Mar-2014,3,Spring
12-Mar-2014,2014,Australia,swimming,M,15,no,2014-03-12 00:00:00,12-Mar-2014,3,Spring
02-Mar-2014,2014,USA,surfing,M,21,no,2014-03-02 00:00:00,02-Mar-2014,3,Spring
20-Feb-2014,2014,French Polynesia,surfing,M,21,no,2014-02-20 00:00:00,20-Feb-2014,2,Winter
08-Feb-2014,2014,Australia,diving,M,28,yes,2014-02-08 00:00:00,08-Feb-2014,2,Winter
07-Feb-2014,2014,New Zealand,surfing,M,28,no,2014-02-07 00:00:00,07-Feb-2014,2,Winter
26-Jan-2014,2014,Australia,fishing,M,15,no,2014-01-26 00:00:00,26-Jan-2014,1,Winter
25-Jan-2014,2014,New Zealand,fishing,M,24,no,2014-01-25 00:00:00,25-Jan-2014,1,Winter
